trial_order,participant_ID,stim_id,condition,freq_category,word,subtlex_log10freq,stim_duration,start_time,end_time,key,reaction_time,accuracy,age,sex
54,10,185,nw,NW,drintels,0.0,0.7725396825396825,197.54915539996,198.76398839999456,m,1.2148330000345595,1,32,male
55,10,155,nw,NW,pals,0.0,0.4868707482993197,200.3145027999999,201.4863180000102,m,1.1718152000103146,1,32,male
56,10,34,rw,LF,gonsde,0.7782,0.6049886621315193,203.030073300004,204.18646599998465,z,1.1563926999806426,1,32,male
57,10,76,rw,HF,wachten,4.1516,0.4697052154195011,205.7293987000012,206.6669477999676,z,0.937549099966418,1,32,male
58,10,29,rw,LF,lanen,0.699,0.5240136054421769,208.21176549996017,210.07545140001457,z,1.8636859000544064,1,32,male
59,10,63,rw,HF,begin,3.9267,0.4794784580498866,211.6272644000128,212.5408507999964,z,0.9135863999836148,1,32,male
60,10,144,nw,NW,ant,0.0,0.4819501133786848,214.09319589997176,215.64937960001407,m,1.556183700042311,1,32,male
61,10,113,nw,NW,vroel,0.0,0.5116326530612245,217.1917805999983,218.55449820001377,m,1.3627176000154575,1,32,male
62,10,157,nw,NW,udel,0.0,0.3563038548752834,220.09103379998123,221.538043699984,m,1.4470099000027403,1,32,male
63,10,23,rw,LF,strotten,0.6021,0.5194104308390023,223.0897475999664,224.24899479997111,z,1.1592472000047565,1,32,male
64,10,189,nw,NW,trorg,0.0,0.5636507936507936,225.78887290001148,226.82645419996695,m,1.037581299955491,1,32,male
65,10,198,nw,NW,snarpen,0.0,0.6049886621315193,228.37142430001404,229.59649709996305,m,1.2250727999489754,1,32,male
66,10,139,nw,NW,stodeum,0.0,0.6441043083900226,231.1374388000113,233.0031227999716,m,1.8656839999603108,1,32,male
67,10,167,nw,NW,pectars,0.0,0.6901814058956917,234.55289749999065,236.15247329999693,m,1.599575800006278,1,32,male
68,10,169,nw,NW,plin,0.0,0.3179818594104308,237.70186430000467,238.81929379998476,m,1.1174294999800622,1,32,male
69,10,153,nw,NW,entel,0.0,0.5228344671201814,240.36737930000527,241.53841649997048,m,1.1710371999652125,1,32,male
