trial_order,participant_ID,stim_id,condition,freq_category,word,subtlex_log10freq,stim_duration,start_time,end_time,key,reaction_time,accuracy,age,sex
70,10,121,nw,NW,nammer,0.0,0.3958503401360544,243.08426319999853,244.2526966999867,m,1.1684334999881685,1,32,male
71,10,48,rw,LF,balkons,0.9542,0.7699773242630386,245.7992147000041,246.86850069998764,z,1.0692859999835491,1,32,male
72,10,46,rw,LF,lijsters,0.9031,0.7591836734693878,248.41486570000416,249.56247629999416,z,1.1476105999900028,1,32,male
73,10,137,nw,NW,smaan,0.0,0.5507256235827664,251.1140366999898,252.5615350999869,m,1.44749839999713,1,32,male
74,10,106,nw,NW,slont,0.0,0.6466439909297053,254.11293419997676,255.56446540000616,m,1.4515312000294216,1,32,male
75,10,128,nw,NW,kandola,0.0,0.5002040816326531,257.1118184999796,259.2065398999839,z,2.094721400004346,0,32,male
76,10,107,nw,NW,gals,0.0,0.6466213151927438,260.74418109998805,262.13738460000604,m,1.3932035000179894,1,32,male
77,10,145,nw,NW,bezans,0.0,0.7936507936507936,263.6763310999959,265.17339770001126,m,1.497066600015387,1,32,male
78,10,49,rw,LF,bonkte,0.9542,0.4835600907029478,266.7253972999752,267.6345526999794,z,0.909155400004238,1,32,male
79,10,166,nw,NW,mijk,0.0,0.5443537414965987,269.17458170000464,270.88932789996034,m,1.714746199955698,1,32,male
80,10,168,nw,NW,stiraal,0.0,0.770045351473923,272.43994040001417,273.9400654999772,m,1.5001250999630429,1,32,male
81,10,11,rw,LF,stekken,0.301,0.4987074829931973,275.48934809997445,277.0482937999768,z,1.5589457000023683,1,32,male
82,10,156,nw,NW,loedsels,0.0,0.7686848072562358,278.5880191999604,279.94779949996155,m,1.359780300001148,1,32,male
83,10,80,rw,HF,eigen,4.1922,0.4820181405895691,281.4870663000038,282.51225699996576,z,1.0251906999619678,1,32,male
84,10,103,nw,NW,brum,0.0,0.3432879818594104,284.0528391000116,285.1358506999677,m,1.0830115999560803,1,32,male
85,10,8,rw,LF,ratels,0.301,0.8842857142857142,286.68530169996666,287.9030204999726,z,1.2177188000059689,1,32,male
86,10,31,rw,LF,porde,0.699,0.3671201814058957,289.45102689997293,290.99709309998434,m,1.5460662000114098,0,32,male
87,10,109,nw,NW,giep,0.0,0.4608390022675737,292.53374189999886,293.9284696999821,z,1.3947277999832297,0,32,male
88,10,24,rw,LF,wrongel,0.6021,0.5386848072562358,295.465873499983,297.6051900999737,m,2.139316599990707,0,32,male
89,10,82,rw,HF,morgen,4.2678,0.4886621315192744,299.1475805999944,300.03807020001113,z,0.8904896000167355,1,32,male
90,10,180,nw,NW,kijs,0.0,0.5234920634920635,301.58025830000406,302.7528677000082,m,1.1726094000041485,1,32,male
91,10,52,rw,HF,hield,3.8191,0.5931292517006803,304.29606379999314,305.8807807000121,z,1.5847169000189751,1,32,male
92,10,71,rw,HF,ogen,4.0572,0.4824036281179138,307.42830989998765,308.4781614000094,z,1.0498515000217594,1,32,male
93,10,92,rw,HF,moeder,4.4554,0.4240362811791383,310.0277490000008,311.13270829996327,z,1.104959299962502,1,32,male
94,10,14,rw,LF,juffen,0.4771,0.4445124716553288,312.67662430001656,314.2725584,z,1.595934099983424,1,32,male
95,10,187,nw,NW,gevupt,0.0,0.6875963718820862,315.80888550000964,316.9159098999808,m,1.1070243999711238,1,32,male
96,10,111,nw,NW,kormel,0.0,0.4885487528344671,318.4582063999842,319.426296599966,m,0.968090199981816,1,32,male
97,10,151,nw,NW,plirken,0.0,0.5466893424036281,320.97382349998225,321.93307229998754,m,0.959248800005298,1,32,male
98,10,37,rw,LF,rogge,0.7782,0.4180952380952381,323.47288069996284,324.4811749999644,z,1.0082943000015805,1,32,male
99,10,186,nw,NW,brad,0.0,0.4661451247165533,326.02196189999813,327.003401199996,m,0.9814392999978736,1,32,male
100,10,171,nw,NW,glijp,0.0,0.5592063492063492,328.5546308999765,329.8235023000161,m,1.268871400039643,1,32,male
101,10,30,rw,LF,oker,0.699,0.3913151927437642,331.37022599997,332.4829679999966,z,1.1127420000266284,1,32,male
102,10,174,nw,NW,bluurde,0.0,0.4874149659863945,334.01921679999214,335.2706967999693,z,1.251479999977164,0,32,male
103,10,194,nw,NW,pruit,0.0,0.6024716553287982,336.81841690000147,337.8005662999931,m,0.9821493999916128,1,32,male
104,10,115,nw,NW,liek,0.0,0.4517687074829932,339.3513054999639,341.2934857999789,m,1.9421803000150248,1,32,male
105,10,25,rw,LF,ambten,0.699,0.3910430839002267,342.8330594999716,344.48559270001715,m,1.652533200045582,0,32,male
106,10,141,nw,NW,kimensie,0.0,0.666984126984127,346.0319232000038,347.11190570000326,m,1.0799824999994598,1,32,male
107,10,192,nw,NW,megen,0.0,0.484172335600907,348.6483373999945,349.8355002999888,m,1.1871628999942914,1,32,male
108,10,138,nw,NW,glaf,0.0,0.5436281179138323,351.3802355999942,352.85091430001194,m,1.4706787000177428,1,32,male
109,10,126,nw,NW,zelijk,0.0,0.7470521541950114,354.3958022000152,356.37906989996554,m,1.9832676999503749,1,32,male
110,10,79,rw,HF,uur,4.1832,0.3304988662131519,357.9279024999705,358.7082845999976,z,0.7803821000270545,1,32,male
111,10,182,nw,NW,hormen,0.0,0.3752380952380952,360.26035459997365,361.94096450001234,z,1.6806099000386894,0,32,male
112,10,197,nw,NW,zerder,0.0,0.5083673469387755,363.4926792999613,365.36501120001776,m,1.872331900056452,1,32,male
113,10,164,nw,NW,snoen,0.0,0.490702947845805,366.90833830001066,368.5633992999792,m,1.6550609999685548,1,32,male
114,10,97,rw,HF,zeg,4.6872,0.488843537414966,370.10680680000223,371.0974626999814,z,0.990655899979174,1,32,male
115,10,165,nw,NW,tombel,0.0,0.4472108843537415,372.6400635999744,374.9517586000147,z,2.311695000040345,0,32,male
116,10,69,rw,HF,sta,4.0123,0.4588888888888889,376.4884568999987,378.1568160000024,z,1.6683591000037268,1,32,male
117,10,110,nw,NW,women,0.0,0.4578684807256236,379.7040758999647,380.7527301000082,m,1.0486542000435293,1,32,male
118,10,161,nw,NW,gietsen,0.0,0.515827664399093,382.3029474999639,383.4259628999862,m,1.1230154000222683,1,32,male
119,10,196,nw,NW,rokan,0.0,0.6312244897959184,384.96886079997057,386.2601707999711,m,1.2913100000005215,1,32,male
120,10,132,nw,NW,fradingo,0.0,0.7437868480725623,387.8012480000034,389.1738031000132,m,1.3725551000097769,1,32,male
121,10,140,nw,NW,murselein,0.0,0.7366666666666667,390.7167474000016,392.1504676999757,m,1.433720299974084,1,32,male
122,10,47,rw,LF,venkel,0.9031,0.5343537414965986,393.6992278000107,394.63249049999285,z,0.9332626999821514,1,32,male
123,10,184,nw,NW,rieve,0.0,0.4558049886621315,396.1822314999881,397.4166845,m,1.234453000011854,1,32,male
124,10,32,rw,LF,suste,0.699,0.6104761904761905,398.964038599981,400.0992364999838,z,1.1351979000028225,1,32,male
125,10,72,rw,HF,lekker,4.082,0.3890249433106576,401.6466472999891,402.8880959000089,z,1.241448600019794,1,32,male
126,10,84,rw,HF,auto,4.3017,0.4550793650793651,404.42891560000135,405.3738945999648,z,0.944978999963496,1,32,male
127,10,5,rw,LF,ponten,0.301,0.4158956916099773,406.9115674999776,408.3746404999984,m,1.4630730000208132,0,32,male
128,10,53,rw,HF,boek,3.8196,0.4394104308390023,409.9105048999773,410.83478219999233,z,0.924277300015092,1,32,male
129,10,148,nw,NW,kadders,0.0,0.5390929705215419,412.37624050001614,413.3420738999848,m,0.9658333999686874,1,32,male
130,10,68,rw,HF,soort,3.9872,0.6407256235827664,414.89210349996574,415.9294845999684,z,1.0373811000026762,1,32,male
131,10,122,nw,NW,bluit,0.0,0.7464399092970522,417.4747381999623,418.64109369996,m,1.166355499997735,1,32,male
132,10,133,nw,NW,gefruld,0.0,0.88281179138322,420.1902575999848,421.694056599983,m,1.5037989999982528,1,32,male
133,10,183,nw,NW,zuun,0.0,0.4292517006802721,423.2393474999699,424.1841966999928,m,0.9448492000228724,1,32,male
134,10,35,rw,LF,margriet,0.7782,0.6709297052154195,425.7227583999629,426.7606411000015,z,1.0378827000386082,1,32,male
135,10,91,rw,HF,hele,4.4246,0.4885714285714285,428.3040766000049,429.5979663999751,z,1.293889799970202,1,32,male
136,10,6,rw,LF,puien,0.301,0.3691156462585034,431.1368743999629,431.9949214999797,m,0.8580471000168473,0,32,male
137,10,60,rw,HF,vallen,3.8985,0.3511791383219955,433.5359547999688,434.4827289999812,z,0.9467742000124416,1,32,male
138,10,55,rw,HF,recht,3.8432,0.5463718820861678,436.0350979999639,437.4979466999648,z,1.4628487000009045,1,32,male
139,10,78,rw,HF,open,4.1693,0.3699092970521542,439.0341389999958,439.91571590001695,z,0.8815769000211731,1,32,male
140,10,135,nw,NW,vlorken,0.0,0.5808390022675737,441.4665723000071,442.75617409998085,m,1.2896017999737523,1,32,male
141,10,172,nw,NW,vlump,0.0,0.573469387755102,444.2989932000055,445.240271299961,m,0.9412780999555252,1,32,male
142,10,75,rw,HF,vroeg,4.1163,0.5487074829931973,446.7813770999783,447.75740299996687,z,0.9760258999885992,1,32,male
143,10,99,rw,HF,bij,5.0328,0.3325170068027211,449.29700610000873,450.1683874999872,z,0.8713813999784179,1,32,male
144,10,13,rw,LF,gevels,0.4771,0.8220181405895691,451.713203399966,452.98076589999255,z,1.2675625000265427,1,32,male
145,10,146,nw,NW,gewunnen,0.0,0.5544671201814059,454.52964189997874,455.7461146999849,m,1.2164728000061586,1,32,male
146,10,152,nw,NW,grede,0.0,0.5429478458049887,457.2945342999883,459.0293141999864,m,1.7347798999981023,1,32,male
147,10,100,rw,HF,kom,5.0578,0.2878458049886621,460.5767348000081,461.6139286999824,z,1.037193899974227,1,32,male
148,10,159,nw,NW,rastel,0.0,0.6509297052154195,463.1596064000041,464.4343449000153,m,1.2747385000111535,1,32,male
149,10,158,nw,NW,rufel,0.0,0.5402267573696146,465.9748951999936,467.5356669999892,m,1.560771799995564,1,32,male
150,10,120,nw,NW,verke,0.0,0.5179818594104308,469.073867900006,470.3679997000145,m,1.294131800008472,1,32,male
151,10,123,nw,NW,kiemeten,0.0,0.6588888888888889,471.9067097000079,473.1930975000141,m,1.286387800006196,1,32,male
152,10,154,nw,NW,gefaapt,0.0,0.8487528344671201,474.738592699985,476.20983179996256,m,1.471239099977538,1,32,male
153,10,114,nw,NW,gesmalpt,0.0,0.8913605442176871,477.7543130000122,479.43307739996817,m,1.6787643999559805,1,32,male
154,10,127,nw,NW,sluinen,0.0,0.6306575963718821,480.9698348999955,482.2061352999881,m,1.236300399992615,1,32,male
155,10,61,rw,HF,los,3.9075,0.5018140589569161,483.7526052999892,484.5588334999629,z,0.8062281999737024,1,32,male
156,10,160,nw,NW,jaat,0.0,0.6258956916099774,486.1016861000098,487.5706739000161,m,1.468987800006289,1,32,male
157,10,181,nw,NW,herken,0.0,0.5039455782312925,489.1170341999969,490.0406242000172,z,0.92359000002034,0,32,male
158,10,175,nw,NW,nergen,0.0,0.5445804988662132,491.5830793000059,493.1574339999934,m,1.5743546999874525,1,32,male
159,10,173,nw,NW,klaap,0.0,0.5418140589569161,494.6986408999656,495.9494456999819,m,1.25080480001634,1,32,male
160,10,199,nw,NW,spodiel,0.0,0.7211791383219954,497.4977334999712,498.992035800009,m,1.4943023000378162,1,32,male
161,10,86,rw,HF,idee,4.3247,0.4575056689342404,500.5298950999859,501.3694669000106,z,0.8395718000247143,1,32,male
162,10,41,rw,LF,zolders,0.7782,0.7216780045351474,502.9124079999747,504.0090708999778,z,1.096662900003139,1,32,male
163,10,70,rw,HF,juist,4.0152,0.5870521541950113,505.54499339999165,506.6838071999955,z,1.1388138000038452,1,32,male
164,10,21,rw,LF,schuiten,0.6021,0.6056009070294784,508.2273620999768,509.4256457000156,z,1.1982836000388488,1,32,male
165,10,147,nw,NW,kuukt,0.0,0.4436734693877551,510.9770946999779,512.348092500004,m,1.370997800026089,1,32,male
166,10,170,nw,NW,moksen,0.0,0.514172335600907,513.8921056999825,515.4220856999746,m,1.5299799999920651,1,32,male
167,10,45,rw,LF,grief,0.9031,0.5177777777777778,516.9744470000151,518.2000970999943,z,1.225650099979248,1,32,male
168,10,64,rw,HF,bezig,3.934,0.6209523809523809,519.7401686999947,521.5427240999998,z,1.802555400005076,1,32,male
169,10,66,rw,HF,wakker,3.9448,0.4293424036281179,523.0888664000086,523.9092301999917,z,0.8203637999831699,1,32,male
170,10,36,rw,LF,metrum,0.7782,0.5541950113378685,525.4548712999676,526.4764823999722,z,1.0216111000045205,1,32,male
171,10,58,rw,HF,heren,3.8659,0.4917006802721088,528.0210640999721,528.987530399987,z,0.966466300014872,1,32,male
172,10,50,rw,LF,gisten,0.9542,0.5466213151927438,530.5364225999801,531.7511887999717,z,1.2147661999915726,1,32,male
173,10,96,rw,HF,zit,4.666,0.4542176870748299,533.3023013999918,534.3397149000084,z,1.0374135000165552,1,32,male
174,10,150,nw,NW,knaarde,0.0,0.5770975056689343,535.8848013000097,537.1742665999918,m,1.289465299982112,1,32,male
175,10,81,rw,HF,krijg,4.214,0.5826757369614513,538.7169123999774,540.1349713999662,z,1.418058999988716,1,32,male
176,10,83,rw,HF,vraag,4.281,0.615827664399093,541.682774099987,542.9134703999734,z,1.230696299986448,1,32,male
177,10,18,rw,LF,deun,0.6021,0.4665532879818594,544.4651827999623,545.4707526999991,z,1.0055699000367897,1,32,male
178,10,129,nw,NW,grantel,0.0,0.613718820861678,547.014288300008,548.1595814999891,m,1.1452931999810971,1,32,male
179,10,67,rw,HF,plaats,3.97,0.6054195011337868,549.6968245999888,551.4845169999753,z,1.787692399986554,1,32,male
180,10,4,rw,LF,polders,0.301,0.5961451247165533,553.0289998999797,553.9045171999605,z,0.8755172999808565,1,32,male
181,10,124,nw,NW,vebras,0.0,0.8917233560090703,555.4449249999598,556.8964502000017,m,1.4515252000419423,1,32,male
182,10,102,nw,NW,labber,0.0,0.4050793650793651,558.4439864999731,560.2132836999954,m,1.769297200022265,1,32,male
183,10,27,rw,LF,flans,0.699,0.6479591836734694,561.7598843000014,562.8627565999632,m,1.1028722999617455,0,32,male
184,10,38,rw,LF,sfinxen,0.7782,0.6166213151927438,564.4083809999865,565.7530246999813,z,1.3446436999947764,1,32,male
185,10,131,nw,NW,rogenten,0.0,0.6747845804988662,567.290855499974,568.7968804999837,m,1.5060250000096858,1,32,male
186,10,54,rw,HF,baby,3.8221,0.4545578231292517,570.3401467999793,571.5288623999804,z,1.18871560000116,1,32,male
187,10,39,rw,LF,sjalot,0.7782,0.5982312925170068,573.0722620000015,574.1585033999872,z,1.086241399985738,1,32,male
188,10,65,rw,HF,zoek,3.9398,0.4944671201814059,575.7047526999959,576.5159746999852,z,0.8112219999893568,1,32,male
189,10,108,nw,NW,geslonden,0.0,0.7017006802721089,578.0541258999729,579.5709406000096,m,1.516814700036775,1,32,male
190,10,2,rw,LF,hese,0.301,0.5392290249433107,581.1195861999877,582.5826869999873,m,1.4631007999996657,0,32,male
191,10,118,nw,NW,prookt,0.0,0.6648299319727892,584.1352236999664,585.7028903000173,m,1.5676666000508703,1,32,male
192,10,130,nw,NW,bralat,0.0,0.6841950113378685,587.2505134000094,588.347268100013,m,1.0967547000036575,1,32,male
193,10,74,rw,HF,help,4.0879,0.4439455782312925,589.8831831999705,590.7581033000024,z,0.8749201000318862,1,32,male
194,10,9,rw,LF,reigers,0.301,0.7401587301587301,592.2995392999728,593.4066559000057,z,1.1071166000328958,1,32,male
195,10,195,nw,NW,pirrel,0.0,0.361156462585034,594.9482592999702,595.9947830999736,m,1.0465238000033423,1,32,male
196,10,19,rw,LF,etui,0.6021,0.4205895691609977,597.5306276999763,598.5310986000113,z,1.0004709000349976,1,32,male
197,10,177,nw,NW,rons,0.0,0.5964625850340136,600.0795854000025,602.3091110999812,m,2.2295256999786943,1,32,male
198,10,136,nw,NW,kumus,0.0,0.5232653061224489,603.8454733999679,604.9393427000032,m,1.093869300035294,1,32,male
199,10,117,nw,NW,groeken,0.0,0.4692290249433106,606.4777652999619,607.6419985999819,m,1.164233300019987,1,32,male
0,11,18,rw,LF,deun,0.6021,0.4665532879818594,6.812496699974872,10.543043399986344,m,3.730546700011473,0,28,female
1,11,68,rw,HF,soort,3.9872,0.6407256235827664,12.094545700005256,13.98290189995896,z,1.888356199953705,1,28,female
2,11,146,nw,NW,gewunnen,0.0,0.5544671201814059,15.52670049999142,16.876220699981786,m,1.3495201999903657,1,28,female
3,11,104,nw,NW,goont,0.0,0.6195918367346939,18.42572389997076,19.709303099953104,m,1.2835791999823414,1,28,female
4,11,40,rw,LF,topaas,0.7782,0.75421768707483,21.25798949995078,22.402304099989124,z,1.1443146000383422,1,28,female
5,11,103,nw,NW,brum,0.0,0.3432879818594104,23.94073869998101,24.921681999985594,m,0.9809433000045829,1,28,female
6,11,107,nw,NW,gals,0.0,0.6466213151927438,26.473045099992305,27.758940599975176,z,1.2858954999828711,0,28,female
7,11,89,rw,HF,geweest,4.3568,0.7779138321995465,29.3051042999723,30.395651999977417,z,1.0905477000051178,1,28,female
8,11,145,nw,NW,bezans,0.0,0.7936507936507936,31.937828699999955,33.23703019996174,m,1.2992014999617822,1,28,female
9,11,54,rw,HF,baby,3.8221,0.4545578231292517,34.78727369999979,35.67899529996794,z,0.8917215999681503,1,28,female
10,11,119,nw,NW,doppel,0.0,0.3931292517006802,37.219721799949184,38.17727499996545,m,0.957553200016264,1,28,female
11,11,116,nw,NW,plenk,0.0,0.4568707482993197,39.71874799998477,40.67342429998098,m,0.9546762999962084,1,28,female
12,11,46,rw,LF,lijsters,0.9031,0.7591836734693878,42.21738269994967,43.25312329997541,z,1.035740600025747,1,28,female
13,11,169,nw,NW,plin,0.0,0.3179818594104308,44.800428899994586,45.59618120000232,m,0.7957523000077344,1,28,female
14,11,4,rw,LF,polders,0.301,0.5961451247165533,47.132727699994575,47.95617129997117,z,0.8234435999765992,1,28,female
15,11,129,nw,NW,grantel,0.0,0.613718820861678,49.49847180000506,50.46635519998381,m,0.9678833999787456,1,28,female
16,11,37,rw,LF,rogge,0.7782,0.4180952380952381,52.01412769994931,53.196412099990994,z,1.1822844000416808,1,28,female
17,11,101,nw,NW,millag,0.0,0.5752380952380952,54.74668329994893,55.70777310000267,m,0.9610898000537418,1,28,female
18,11,157,nw,NW,udel,0.0,0.3563038548752834,57.24592459999258,58.11658449994866,m,0.8706598999560811,1,28,female
19,11,118,nw,NW,prookt,0.0,0.6648299319727892,59.66174179996597,60.76908379996894,m,1.1073420000029728,1,28,female
20,11,152,nw,NW,grede,0.0,0.5429478458049887,62.31143509998219,63.3252626999747,z,1.01382759999251,0,28,female
21,11,43,rw,LF,stengels,0.8451,0.7586621315192744,64.8768234999734,66.69585749995895,z,1.8190339999855496,1,28,female
22,11,136,nw,NW,kumus,0.0,0.5232653061224489,68.24192439997569,69.66739969997434,m,1.4254752999986522,1,28,female
23,11,32,rw,LF,suste,0.699,0.6104761904761905,71.20783219998702,72.4915914000012,z,1.283759200014174,1,28,female
24,11,45,rw,LF,grief,0.9031,0.5177777777777778,74.04034459998365,75.16961789998459,m,1.129273300000932,0,28,female
25,11,2,rw,LF,hese,0.301,0.5392290249433107,76.70600639999611,78.06008639995707,m,1.354079999960959,0,28,female
26,11,178,nw,NW,gimmel,0.0,0.4918140589569161,79.60502249997808,81.04882249998627,m,1.4438000000081956,1,28,female
27,11,148,nw,NW,kadders,0.0,0.5390929705215419,82.58730479999213,83.72369489999255,z,1.1363901000004262,0,28,female
28,11,113,nw,NW,vroel,0.0,0.5116326530612245,85.26989789999789,86.48055719997501,z,1.2106592999771235,0,28,female
29,11,139,nw,NW,stodeum,0.0,0.6441043083900226,88.01949360000435,89.56563149997965,m,1.5461378999752924,1,28,female
30,11,158,nw,NW,rufel,0.0,0.5402267573696146,91.11790289997587,92.51107979996596,z,1.3931768999900669,0,28,female
31,11,128,nw,NW,kandola,0.0,0.5002040816326531,94.0505669999984,95.63437899999552,z,1.583811999997124,0,28,female
32,11,86,rw,HF,idee,4.3247,0.4575056689342404,97.18222979997518,98.14481489994796,z,0.9625850999727844,1,28,female
33,11,121,nw,NW,nammer,0.0,0.3958503401360544,99.68148619995918,100.5807719999575,m,0.8992857999983244,1,28,female
34,11,28,rw,LF,klavier,0.699,0.6192970521541951,102.13070419995348,103.17535039997892,z,1.0446462000254542,1,28,female
35,11,122,nw,NW,bluit,0.0,0.7464399092970522,104.71336699998938,105.979571999982,m,1.266204999992624,1,28,female
36,11,19,rw,LF,etui,0.6021,0.4205895691609977,107.5290182000026,108.61646069999551,z,1.087442499992903,1,28,female
37,11,80,rw,HF,eigen,4.1922,0.4820181405895691,110.16181899997171,111.30784339999082,z,1.146024400019087,1,28,female
38,11,195,nw,NW,pirrel,0.0,0.361156462585034,112.8441024000058,113.75115259998712,m,0.9070501999813132,1,28,female
39,11,81,rw,HF,krijg,4.214,0.5826757369614513,115.29321199998958,116.58459009998478,m,1.2913780999951996,0,28,female
40,11,47,rw,LF,venkel,0.9031,0.5343537414965986,118.12555070000236,119.12319939996814,z,0.9976486999657936,1,28,female
41,11,179,nw,NW,monen,0.0,0.4788888888888888,120.6748598999693,121.92661520000549,m,1.251755300036166,1,28,female
42,11,137,nw,NW,smaan,0.0,0.5507256235827664,123.47358759999042,124.88987590000032,m,1.41628830000991,1,28,female
43,11,79,rw,HF,uur,4.1832,0.3304988662131519,126.43920119997348,127.21698669996113,z,0.7777854999876581,1,28,female
44,11,22,rw,LF,spurt,0.6021,0.6664625850340136,128.75521029997617,130.3795959999552,z,1.6243856999790296,1,28,female
45,11,133,nw,NW,gefruld,0.0,0.88281179138322,131.92069050000282,133.65758159995312,m,1.736891099950299,1,28,female
46,11,131,nw,NW,rogenten,0.0,0.6747845804988662,135.2029099999927,136.7729943000013,m,1.5700843000086024,1,28,female
47,11,94,rw,HF,gedaan,4.5868,0.6245578231292517,138.3186493999674,139.358835299965,z,1.0401858999975957,1,28,female
48,11,38,rw,LF,sfinxen,0.7782,0.6166213151927438,140.901172199985,142.2715321999858,z,1.370360000000801,1,28,female
49,11,5,rw,LF,ponten,0.301,0.4158956916099773,143.81674189999467,145.09802380000474,z,1.2812819000100717,1,28,female
50,11,186,nw,NW,brad,0.0,0.4661451247165533,146.64908569998806,147.76531299995258,z,1.116227299964521,0,28,female
51,11,149,nw,NW,leumen,0.0,0.4952834467120181,149.31488399999216,150.54590749996714,m,1.231023499974981,1,28,female
52,11,189,nw,NW,trorg,0.0,0.5636507936507936,152.0971798999817,153.1450429999968,m,1.0478631000150926,1,28,female
53,11,180,nw,NW,kijs,0.0,0.5234920634920635,154.69619960000273,156.34896159998607,z,1.6527619999833405,0,28,female
54,11,130,nw,NW,bralat,0.0,0.6841950113378685,157.89538229996106,159.3554077000008,m,1.46002540003974,1,28,female
55,11,53,rw,HF,boek,3.8196,0.4394104308390023,160.89412119996268,161.69563390000258,z,0.8015127000398934,1,28,female
56,11,82,rw,HF,morgen,4.2678,0.4886621315192744,163.24393299996154,164.53444309998304,z,1.2905101000214927,1,28,female
57,11,1,rw,LF,buidels,0.301,0.7648752834467121,166.07612359995255,167.3924921999569,z,1.3163686000043526,1,28,female
58,11,155,nw,NW,pals,0.0,0.4868707482993197,168.94161729997722,169.95072549994802,m,1.0091081999707967,1,28,female
59,11,126,nw,NW,zelijk,0.0,0.7470521541950114,171.49079339997843,172.630169299955,z,1.139375899976585,0,28,female
60,11,177,nw,NW,rons,0.0,0.5964625850340136,174.17379259999143,175.30742879997706,m,1.1336361999856308,1,28,female
61,11,176,nw,NW,kwarp,0.0,0.5111791383219955,176.85567509999964,178.44527799997013,m,1.5896028999704868,1,28,female
62,11,51,rw,HF,plan,3.7972,0.3517687074829932,179.98788159998367,180.805651499948,z,0.8177698999643326,1,28,female
63,11,76,rw,HF,wachten,4.1516,0.4697052154195011,182.35395199997583,183.2100131000043,z,0.8560611000284553,1,28,female
64,11,102,nw,NW,labber,0.0,0.4050793650793651,184.75308769999535,185.823257299955,m,1.0701695999596268,1,28,female
65,11,170,nw,NW,moksen,0.0,0.514172335600907,187.3699301999877,189.5848189999815,m,2.214888799993787,1,28,female
66,11,96,rw,HF,zit,4.666,0.4542176870748299,191.1340763999615,191.9984607999795,z,0.8643844000180252,1,28,female
67,11,42,rw,LF,lome,0.8451,0.4866893424036281,193.5498263000045,195.17746239999545,m,1.627636099990923,0,28,female
68,11,17,rw,LF,clusters,0.6021,0.7289342403628117,196.7156852000044,197.7965772000025,z,1.08089199999813,1,28,female
69,11,106,nw,NW,slont,0.0,0.6466439909297053,199.34842689998916,200.67061819997616,z,1.3221912999870256,0,28,female
70,11,73,rw,HF,gemaakt,4.0844,0.8008390022675737,202.21391940000467,203.20605139998952,z,0.9921319999848492,1,28,female
71,11,192,nw,NW,megen,0.0,0.484172335600907,204.7462300999905,206.335285499983,m,1.5890553999925032,1,28,female
72,11,109,nw,NW,giep,0.0,0.4608390022675737,207.87848439998925,208.78698219999205,z,0.908497800002806,0,28,female
73,11,27,rw,LF,flans,0.699,0.6479591836734694,210.32779680000385,211.40614300000016,m,1.0783461999963038,0,28,female
74,11,197,nw,NW,zerder,0.0,0.5083673469387755,212.9435805999674,214.05532260000476,m,1.1117420000373386,1,28,female
75,11,193,nw,NW,nef,0.0,0.4258730158730158,215.5925450999639,216.66653819999192,m,1.0739931000280194,1,28,female
76,11,95,rw,HF,dood,4.6374,0.5565986394557824,218.2082705999492,219.1752141999896,z,0.9669436000403948,1,28,female
77,11,6,rw,LF,puien,0.301,0.3691156462585034,220.724431599956,221.73126889998093,z,1.0068373000249269,1,28,female
78,11,166,nw,NW,mijk,0.0,0.5443537414965987,223.273451999994,224.2682397000026,z,0.994787700008601,0,28,female
79,11,11,rw,LF,stekken,0.301,0.4987074829931973,225.805612199998,227.498339999991,z,1.6927277999930084,1,28,female
80,11,57,rw,HF,reden,3.8548,0.4158049886621315,229.0378294999828,230.395227699948,z,1.357398199965246,1,28,female
81,11,72,rw,HF,lekker,4.082,0.3890249433106576,231.9370034000021,232.7655506999581,z,0.8285472999559715,1,28,female
82,11,183,nw,NW,zuun,0.0,0.4292517006802721,234.30291999998732,235.5922724999837,m,1.289352499996312,1,28,female
83,11,190,nw,NW,ploe,0.0,0.233922902494331,237.1352983999532,238.41981870000015,m,1.2845203000470065,1,28,female
84,11,78,rw,HF,open,4.1693,0.3699092970521542,239.96774789999472,241.31960689998232,z,1.3518589999875985,1,28,female
85,11,41,rw,LF,zolders,0.7782,0.7216780045351474,242.8670144999633,243.8723508999683,z,1.005336400005035,1,28,female
86,11,64,rw,HF,bezig,3.934,0.6209523809523809,245.4163258000044,246.41104129998712,z,0.9947154999827036,1,28,female
87,11,50,rw,LF,gisten,0.9542,0.5466213151927438,247.94817109999715,248.83728809998135,z,0.8891169999842532,1,28,female
88,11,171,nw,NW,glijp,0.0,0.5592063492063492,250.3808318999945,251.4522047999781,m,1.071372899983544,1,28,female
89,11,84,rw,HF,auto,4.3017,0.4550793650793651,252.99665059999097,253.84965970000485,z,0.8530091000138782,1,28,female
90,11,191,nw,NW,darboen,0.0,0.6270748299319728,255.39571319997776,256.4636831999524,m,1.0679699999745935,1,28,female
91,11,159,nw,NW,rastel,0.0,0.6509297052154195,258.0117678999668,259.1760001999792,m,1.1642323000123724,1,28,female
92,11,97,rw,HF,zeg,4.6872,0.488843537414966,260.72714809997706,261.63755659997696,z,0.9104084999999033,1,28,female
93,11,172,nw,NW,vlump,0.0,0.573469387755102,263.1766315999557,264.0679511000053,m,0.8913195000495762,1,28,female
94,11,92,rw,HF,moeder,4.4554,0.4240362811791383,265.60906699998304,266.29880419996334,z,0.6897371999802999,1,28,female
95,11,58,rw,HF,heren,3.8659,0.4917006802721088,267.8416198999621,269.09643209999194,m,1.2548122000298465,0,28,female
